0,1,1,2
0,1,1,2
0,1,1,2
0,1,1,2
0,1,1,2
0,1,1,2
0,1,1,2
0,1,1,2
0,1,1,2
0,1,1,2
0,1,1,2
0,1,1,2
0,1,1,2
0,1,1,2
0,1,1,2
0,1,1,2
0,1,1,2
0,1,1,2
0,1,1,2
0,1,1,2
0,1,1,2
0,1,1,2
0,1,1,2
0,1,1,2
0,1,1,2
0,1,1,2
0,1,1,2
0,1,1,2
0,1,1,2
0,1,1,2
0,1,1,2
0,1,1,2
0,1,1,2
0,1,1,2
0,1,1,2
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,2,3
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,3,4
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,4,5
0,1,5,6
0,1,5,6
0,1,5,6
0,1,5,6
0,1,5,6
0,1,5,6
0,1,5,6
0,1,5,6
0,1,5,6
0,1,5,6
0,1,5,6
0,1,5,6
0,1,5,6
0,1,5,6
0,1,5,6
0,1,5,6
0,1,5,6
0,1,5,6
0,1,5,6
0,1,5,6
0,1,5,6
0,1,5,6
0,1,5,6
0,1,5,6
0,1,5,6
0,1,5,6
0,1,5,6
0,1,5,6
0,1,5,6
0,1,5,6
0,1,6,7
0,1,6,7
0,1,6,7
0,1,6,7
0,1,6,7
0,1,6,7
0,1,6,7
0,1,6,7
0,1,6,7
0,1,6,7
0,1,6,7
0,1,6,7
0,1,7,8
0,1,7,8
0,1,7,8
0,1,7,8
0,1,7,8
0,1,7,8
0,1,7,8
0,1,7,8
0,1,7,8
0,1,7,8
0,1,7,8
0,1,7,8
0,1,7,8
0,1,8,9
0,1,8,9
0,1,8,9
0,1,8,9
0,1,8,9
0,1,8,9
0,1,8,9
0,1,9,10
0,1,9,10
0,1,10,11
0,1,10,11
0,1,10,11
0,1,10,11
0,1,10,11
0,1,10,11
0,1,10,11
0,1,10,11
0,1,10,11
